Bloom_Index,Rolling_Chlorophyll_Anomaly,Rolling_SST_Anomaly,Surface_Chlorophyll,Sea_Surface_Temperature,Dissolved_Oxygen,pH,Total_Nitrogen,Total_Phosphorus,HAB_Present
0.8795358,1.9578681,-1.3486547,10.0,28.017788,0.0,9.5,4.076967,0.5637771,1
0.5496931,1.5559914,-1.2402023,8.105261,31.397306,0.0,9.276431,3.1225753,0.32624936,1
0.50657475,3.531949,2.0103536,10.0,25.788637,0.0,7.650953,8.357882,0.9359855,1
-0.23586333,1.8811626,-2.1382604,10.0,20.759085,2.9606574,9.360542,3.5935352,0.66707736,0
0.105396986,3.5134358,-0.4374876,10.0,28.605366,0.0,7.805646,1.9387329,0.65423274,0
0.5531235,1.5613875,-1.2195593,8.127538,31.332949,0.0012238026,9.275112,3.0950963,0.33217007,1
0.09870458,3.446684,-0.45435333,10.0,28.626577,0.0,7.8122473,1.9878167,0.64956856,0
0.6819713,3.066028,-1.362217,4.3500757,21.783607,0.0,8.993941,2.618512,0.2558966,1
0.5189917,4.4984026,-1.984252,9.859022,23.641184,0.0,9.221275,5.6330748,0.14070743,1
-0.7984006,-1.0414484,1.673778,9.738156,26.618423,2.18231,9.085979,3.0254662,0.8004639,0
-0.18715471,2.139409,0.1496048,6.570922,24.119736,3.6018138,8.337282,3.5663116,0.7256918,0
-0.28594136,0.39403296,0.587657,6.8658,23.57174,3.480904,8.84181,1.6450262,0.813046,0
0.81088424,1.7789266,-1.3347584,10.0,27.562567,0.0,9.5,4.172408,0.567857,1
0.8795358,1.9578681,-1.3486547,10.0,28.017788,0.0,9.5,4.076967,0.5637771,1
-0.34113836,1.4506991,-0.52127457,9.256511,27.050127,1.9119563,7.7847233,3.5992951,0.6250672,0
-0.23839587,1.8622684,-2.1755836,10.0,20.747072,2.971895,9.364423,3.6280937,0.663904,0
-0.1369608,3.586214,-1.0555876,10.0,28.66529,0.0,8.367504,1.2379899,0.6421057,0
0.0307194,2.7367887,-2.895401,9.2121105,30.80782,0.096615314,8.1436825,4.796542,0.5722199,0
0.6912718,3.0927672,-1.361466,4.3516297,21.841726,0.0,8.99621,2.616403,0.2562393,1
0.8795358,1.9578681,-1.3486547,10.0,28.017788,0.0,9.5,4.076967,0.5637771,1
0.07628548,-0.31402123,1.4545412,6.201771,32.60418,3.4711971,8.5731735,0.30168653,0.37585944,0
0.064973,2.1470456,0.36837912,8.713032,30.88189,0.6974592,7.6579485,2.658698,0.6450582,0
-0.2887841,0.3935275,0.5826678,6.880376,23.569965,3.4765499,8.835586,1.6403902,0.8144417,0
0.33568573,2.907567,-0.4459746,5.5429378,27.395565,0.0,8.413936,2.8893936,0.53202397,1
-0.8763998,-1.2311214,1.5688496,9.794207,26.956789,2.1432374,9.069096,2.7861774,0.8338233,0
-0.28548765,0.41438985,0.5825157,6.8650627,23.572365,3.4852424,8.836108,1.668019,0.8122403,0
-0.36846292,1.0880828,-0.6084595,9.101563,21.604595,3.0534806,8.193652,3.158828,0.57874537,0
0.33925283,-0.9322872,0.779485,5.165111,30.037376,3.8671706,9.023852,2.4503157,0.14721084,0
-0.23653531,1.8950624,-2.1909823,10.0,20.646776,2.9493427,9.377545,3.582362,0.6683225,0
-0.22254956,1.2065444,-2.4927392,10.0,21.663427,4.2082567,9.287211,5.5993853,0.53533363,0
-0.48318517,2.0091405,-0.5469489,10.0,20.090223,1.5483451,7.7365694,3.7081785,0.5845003,0
-0.302275,1.4899676,-0.4397912,9.1165085,26.613092,1.9312434,7.830035,3.4568648,0.61612916,0
-0.23693347,1.8575361,-2.1835694,10.0,20.676693,2.948956,9.363306,3.6363661,0.66697776,0
-0.340491,1.4447658,-0.517535,9.256379,27.015781,1.9184418,7.784155,3.606341,0.62532604,0
-0.26241672,0.48822403,-2.6960797,10.0,22.998884,4.99344,9.3014345,7.8440166,0.3991879,0
0.6759167,3.1015344,-1.3357887,4.3716226,21.835876,0.0,8.987131,2.65666,0.26238716,1
-0.24513352,1.850533,-2.1670408,10.0,20.741243,2.9427166,9.361517,3.5821896,0.66771495,0
-0.24444848,1.837944,-2.1311207,10.0,20.690643,2.877412,9.340858,3.7454944,0.6644905,0
-0.33996993,1.4563153,-0.5239382,9.252224,27.033642,1.9153843,7.785301,3.594708,0.62479603,0
-0.24224901,1.7898974,-0.2240324,7.7939973,25.158627,2.8100688,8.202798,3.5367231,0.6805186,0
-0.26240587,0.5407679,-2.6794527,10.0,23.04918,4.9236054,9.293288,7.721009,0.40658322,0
-0.40299326,0.26570487,0.38321686,10.0,24.716621,3.8535519,8.841353,4.660497,0.83204806,0
-0.4024272,0.29436707,0.39264035,10.0,24.655766,3.820281,8.870373,4.6967125,0.8312937,0
0.2986927,2.7668333,0.33155632,8.231983,27.2289,3.8154933,7.4204736,3.926408,0.4808942,1
-0.4724915,2.0172682,-0.51423883,10.0,20.149918,1.6516914,7.765787,3.713081,0.5831459,0
-0.36949408,0.32795286,0.34328198,10.0,24.702242,4.1373024,8.82733,4.685199,0.797529,0
-0.23925477,1.8683963,-2.1657355,10.0,20.726618,2.9443965,9.358788,3.612422,0.6657475,0
-0.33936572,1.4372039,-0.51931477,9.232192,27.066458,1.9162507,7.785775,3.6311765,0.6231476,0
-0.32505476,0.30532002,2.4708939,9.509853,29.495304,1.3121221,8.547478,4.6204834,0.48483616,0
0.753656,2.1964927,-1.2064716,6.389726,23.339493,1.9386137,9.163203,2.7461858,0.2226052,1
-0.29047662,0.39878702,0.5679393,6.8994346,23.545753,3.464471,8.836123,1.6174748,0.81545544,0
-0.47103453,2.0002255,-0.51171184,10.0,20.16924,1.6413225,7.7676744,3.7036686,0.5848025,0
-0.33958828,1.4523747,-0.51530504,9.256172,27.009033,1.9163985,7.7858615,3.6073284,0.62561554,0
-0.46463645,2.000927,-0.44314742,10.0,20.316286,1.6778678,7.7672367,3.7451262,0.58339787,0
0.10296142,3.5169415,-0.44040108,10.0,28.584084,0.0,7.807559,1.93533,0.654731,0
-0.28674877,0.3998766,0.58273745,6.8761744,23.570755,3.4807837,8.836636,1.6491973,0.81350344,0
-0.3413838,1.4432931,-0.52763104,9.247909,27.078724,1.9138479,7.784649,3.594115,0.62518567,0
-0.22277433,1.8728557,-2.1789324,10.0,20.864227,3.0423043,9.329742,3.6297588,0.6588166,0
0.87568164,2.7287107,-0.063443184,10.0,27.973804,0.0,9.5,5.7672334,0.61913276,1
-0.21909374,0.6095729,-2.707797,10.0,23.784386,4.6705832,9.232916,7.6622763,0.4008612,0
0.33115852,0.5714812,0.6293955,6.6983747,30.981823,1.471825,9.177178,1.5400133,0.420209,0
0.6250868,4.0703936,-1.9260052,9.293307,23.607208,0.0,9.24434,5.305463,0.12972564,1
0.094643116,3.4296618,-0.4493661,10.0,28.617277,0.0,7.81578,2.004483,0.64835143,0
0.063635826,-0.33089852,1.4728718,6.230744,32.62548,3.4643307,8.5671625,0.36163718,0.37939873,0
0.8795358,1.9578681,-1.3486547,10.0,28.017788,0.0,9.5,4.076967,0.5637771,1
-0.25583327,0.5074439,-2.6779442,10.0,23.083351,4.947502,9.295753,7.818285,0.40043437,0
0.8795358,1.9578681,-1.3486547,10.0,28.017788,0.0,9.5,4.076967,0.5637771,1
-0.3359108,1.4444802,-0.509125,9.218873,26.92805,1.9498247,7.7952046,3.5871582,0.62482435,0
-0.36798698,1.9894955,-0.9765172,9.916745,20.503855,2.040333,8.229422,3.720944,0.58825904,0
-0.19778013,0.9745412,-2.7169294,10.0,22.511833,5.00078,9.304127,8.247435,0.39165795,0
0.6665118,3.0417485,-1.3312114,4.2184763,21.840607,0.0,8.99435,2.5880675,0.26220727,1
-0.28584683,0.3970604,0.587214,6.8541636,23.551817,3.4747868,8.840219,1.6469163,0.81395835,0
-0.16924018,2.0865307,0.16786814,6.6407084,24.2653,3.5330443,8.296735,3.5591018,0.71188366,0
-0.28250885,0.49036717,-2.6683233,9.987611,23.253843,4.7840424,9.249541,7.9144564,0.3684023,0
-0.3428294,1.4455588,-0.53616786,9.264265,27.087738,1.8991983,7.7867546,3.5910635,0.6254004,0
-0.22674203,1.8669376,-0.50131106,9.5680685,27.54638,1.5831048,7.8158503,3.2967281,0.62509036,0
-0.34097493,1.4430127,-0.51305485,9.249004,27.006094,1.9232094,7.783774,3.5994859,0.6250092,0
-0.1810174,-0.5734472,0.085721254,7.767609,30.646442,3.3504066,8.054032,2.6648977,0.5166257,0
-0.28608298,0.4023075,0.58344984,6.876313,23.574429,3.4809246,8.83854,1.6512809,0.8133634,0
0.10174155,3.4874024,-0.4447527,10.0,28.616253,0.0,7.808075,1.9674644,0.6501865,0
-0.26181173,0.48329735,-2.7055001,10.0,22.963886,5.0206103,9.308326,7.8488975,0.3941436,0
0.038668633,1.0050554,0.7526529,7.9353824,26.616793,3.1099572,8.09345,2.3858662,0.56263715,0
-0.3401512,1.443728,-0.5103655,9.247305,27.011234,1.9251306,7.7875924,3.602779,0.6247117,0
0.8795358,1.9578681,-1.3486547,10.0,28.017788,0.0,9.5,4.076967,0.5637771,1
-0.34200394,1.4353917,-0.52116776,9.234444,27.064575,1.9287457,7.7879853,3.6039095,0.6239888,0
-0.28590906,0.39441442,0.58756185,6.865898,23.57157,3.4809334,8.841793,1.645603,0.8130158,0
-0.22862852,3.555462,-1.3983908,10.0,29.01541,0.0,8.595834,0.90809315,0.6373536,0
-0.24075723,1.8488319,-2.166491,10.0,20.746502,2.9809642,9.351568,3.6457953,0.6630063,0
-0.23483884,1.8742437,-2.1743941,10.0,20.6808,2.9601355,9.364116,3.6294928,0.6643393,0
0.10304332,3.4946966,-0.44330645,10.0,28.591324,0.0,7.806678,1.9533827,0.651509,0
-0.46798933,0.15920734,-0.89804506,10.0,28.289165,0.0,9.5,9.065731,0.12395409,0
0.4524914,1.0286071,-0.34496927,7.357502,31.373116,0.58247006,9.226113,2.184741,0.37607947,1
0.06453884,2.6247416,-2.777517,9.2713375,29.884405,0.0,8.20895,5.0124865,0.5711483,0
-0.28604782,0.39277792,0.58797026,6.8654757,23.572292,3.4808073,8.841863,1.6431274,0.81314504,0
-0.2020042,2.0045614,-0.09724712,6.4737244,22.744905,4.3271728,8.399408,3.0775645,0.7095892,0
-0.27236992,0.5095334,-2.6874676,10.0,23.103174,4.895305,9.298188,7.7431965,0.40235278,0
-0.18594062,2.1290903,0.15170383,6.571719,24.162756,3.6021318,8.331874,3.5783527,0.7261212,0
-0.42307818,1.9985099,-0.3761282,9.443121,23.72519,1.87196,7.8281546,3.657696,0.6056532,0
0.104919076,3.5126953,-0.43736696,10.0,28.600246,0.0,7.8058515,1.9395051,0.65400815,0
-0.34214258,1.4282746,-0.52730584,9.232646,27.09512,1.9112706,7.787545,3.5920668,0.6244111,0
-0.4849441,0.29220438,-0.92934704,10.0,28.146585,0.0,9.5,9.101469,0.13084182,0
-0.18488115,2.1324034,0.1512487,6.5608053,24.150616,3.603242,8.334031,3.5748692,0.72500885,0
-0.2765255,-0.1461091,-0.11889315,10.0,22.862047,6.7685304,9.041784,2.8989525,0.66641223,0
0.79355836,2.455749,-1.5534582,6.6657557,23.373064,0.35021362,9.078632,3.303275,0.16202956,1
-0.5418393,-0.8281839,1.9123039,9.068087,23.66615,2.1765041,9.5,3.8766747,0.5260721,0
-0.19205678,2.1352935,0.15020275,6.595081,24.134756,3.605276,8.339124,3.556368,0.72870517,0
-0.15148163,0.6218481,0.65226245,7.360531,24.477898,3.2583485,8.6350765,1.7344365,0.73732114,0
0.54501593,1.523948,-1.2290652,8.138453,31.388393,0.015012264,9.268909,3.1362562,0.33091894,1
-0.24730468,0.5336673,-2.657201,10.0,23.087976,4.8972087,9.266639,7.7081833,0.4044008,0
0.5423955,1.5372956,-1.2303203,8.143705,31.390858,0.0022882223,9.269319,3.1296272,0.33015057,1
0.26301122,3.608798,-2.3035479,9.728519,26.626299,0.0,8.263434,5.6207666,0.44572243,1
0.08541417,3.4415445,-0.44995117,10.0,28.515984,0.0,7.8161464,1.9500837,0.65641284,0
-0.47129035,2.0285048,-0.5315323,10.0,20.04138,1.6158977,7.752759,3.6978781,0.5808487,0
-0.2644384,0.5437453,-2.6686287,10.0,23.03986,4.8647823,9.286086,7.7444563,0.40446675,0
-0.2857046,0.39682603,0.5869603,6.8665214,23.570503,3.48112,8.841691,1.6492548,0.8128253,0
-0.28647578,0.40066147,0.5828111,6.875736,23.572538,3.4811718,8.837191,1.6504624,0.81344306,0
0.38595843,0.88136387,0.15133095,7.1837673,31.347445,1.1095566,9.1109915,1.7870367,0.45983693,0
-0.2274847,3.5569754,-1.3569119,10.0,28.948444,0.0,8.596433,0.96500725,0.6338262,0
0.5344758,1.4771385,-1.2026796,8.190789,31.389128,0.03482139,9.267774,3.1060963,0.3381059,1
-0.28758824,0.41014647,0.56976557,6.8950157,23.556463,3.4705245,8.833363,1.6423831,0.813831,0
0.100290895,3.4749618,-0.44479084,10.0,28.597374,0.0,7.8106875,1.9774288,0.6501287,0
0.53623664,1.5405807,-1.2221271,8.115537,31.41774,0.0,9.269994,3.0960817,0.3314982,1
-0.34185755,1.4488916,-0.53089905,9.255325,27.089182,1.91706,7.7894416,3.5935662,0.624511,0
-0.29084265,0.37742877,0.59641504,6.889971,23.531624,3.492159,8.849405,1.6277614,0.81353974,0
-0.079202354,1.6700778,-2.3437247,10.0,22.457447,4.426578,9.146283,8.806358,0.42349547,0
0.54406285,1.5710769,-1.1609151,8.049635,31.34839,0.026752472,9.2726345,3.0629838,0.33033657,1
-0.4830919,2.0474577,-0.5338063,10.0,20.044458,1.569704,7.7464976,3.68559,0.5820464,0
0.6849599,3.0924072,-1.3509382,4.336595,21.84019,0.0,8.99648,2.5925512,0.25789142,1
0.80456614,2.371571,-1.4446933,7.212715,24.200539,0.8243085,9.144827,3.611194,0.13042775,1
-0.28685367,0.43070316,0.5688815,6.884354,23.542559,3.47588,8.829953,1.662404,0.81266034,0
-0.24190617,0.5432539,-2.727357,10.0,23.669691,4.673062,9.202804,7.7106743,0.4034299,0
-0.25809848,0.49201083,-2.7074933,10.0,23.015812,4.9701886,9.30407,7.8362937,0.40156266,0
-0.28617048,0.40194082,0.5833075,6.876185,23.574007,3.4809802,8.83824,1.6510985,0.81338114,0
-0.25374103,0.5394783,-2.6281638,10.0,23.127779,4.8474684,9.261383,7.6517463,0.40837544,0
-0.18870354,2.1355667,0.1567645,6.5916386,24.148268,3.5961556,8.337513,3.5691702,0.72744673,0
-0.28545773,0.39034343,0.5877247,6.8674383,23.565645,3.4815412,8.842548,1.6385692,0.8142147,0
0.7094557,3.0394888,-1.3834805,4.4567957,21.801853,0.0,9.006718,2.6670778,0.24317479,1
-0.23290682,1.8983178,-2.1858048,10.0,20.755367,2.9498692,9.362434,3.5968566,0.66440046,0
0.702487,0.09935546,-0.3726673,7.476417,22.637533,3.190374,9.5,1.5573308,0.30930305,0
-0.28661233,0.40025806,0.5827632,6.8759303,23.571661,3.4809945,8.836902,1.6498508,0.81347317,0
-0.28583205,0.40155363,0.5842347,6.8750434,23.575321,3.4815068,8.839094,1.6509926,0.8133328,0
-0.34126312,1.4542267,-0.51995754,9.25742,27.034721,1.9109111,7.7851014,3.6096299,0.62534463,0
-0.2351855,1.8931775,-2.1792865,10.0,20.734104,2.9540777,9.363541,3.623997,0.66612506,0
0.8795358,1.9578681,-1.3486547,10.0,28.017788,0.0,9.5,4.076967,0.5637771,1
-0.28662646,0.40021873,0.58276033,6.8759556,23.571568,3.4809732,8.836874,1.6497836,0.8134762,0
0.5425699,1.4956272,-1.2217158,8.168816,31.359003,0.0086869,9.270239,3.1541495,0.33421504,1
-0.25496328,0.32396936,0.5880425,7.1069317,23.643793,3.3685803,8.839827,1.5625012,0.8053295,0
0.09905076,3.4695396,-0.44557524,10.0,28.609743,0.0,7.811344,1.9799926,0.6502801,0
0.5412015,1.5330737,-1.2280447,8.13553,31.375946,0.02460146,9.266641,3.1516361,0.33180073,1
-0.4561646,1.9968715,-0.49562573,10.0,20.400595,1.7214689,7.8205013,3.755972,0.58299655,0
-0.3414381,1.425628,-0.5184479,9.211961,27.09791,1.9305837,7.786832,3.6247845,0.62327147,0
-0.3528918,1.9461362,-1.4685616,10.0,20.592855,2.217768,8.562343,3.6891377,0.593917,0
-0.25931317,0.50915074,-2.7112994,10.0,22.963636,4.9957747,9.303883,7.820648,0.40048856,0
-0.18876195,2.1316457,0.15518427,6.616259,24.147326,3.6004848,8.338059,3.5674243,0.7294132,0
-0.47674155,2.03435,-0.539572,10.0,20.013662,1.5922266,7.7654195,3.676755,0.5799899,0
-0.06320095,2.071876,-2.491817,10.0,21.959871,4.931915,9.233643,9.12668,0.38168144,0
-0.49942482,2.0533967,-0.49710727,10.0,20.332148,1.5425979,7.741184,3.6234717,0.5797784,0
-0.47178084,2.0151248,-0.49236584,10.0,20.285324,1.644819,7.7623696,3.7283392,0.5833615,0
0.05688119,-0.32218337,1.4558873,6.2178755,32.64115,3.4985166,8.556254,0.41116178,0.37716427,0
-0.28738952,0.39712286,0.58300304,6.878051,23.56953,3.479257,8.836195,1.6460266,0.8138036,0
-0.34032112,1.4310133,-0.5109844,9.239914,26.996582,1.929074,7.787375,3.6025295,0.62457794,0
-0.18960917,2.1366944,0.15480661,6.5919704,24.145676,3.596291,8.336888,3.5584717,0.72807425,0
0.10217774,3.4745889,-0.42827296,10.0,28.624626,0.0,7.811455,1.9823807,0.6533384,0
-0.28702086,0.39883542,0.58277464,6.876812,23.569641,3.4803123,8.836275,1.6477909,0.8136109,0
0.52800214,4.6798816,-1.9891305,10.0,23.160727,0.0,9.247232,5.6621175,0.12531483,1
-0.44669282,0.14759469,-2.3650506,8.406584,24.620596,1.9536937,9.457617,8.176677,0.10545486,0
-0.3046193,-0.19925725,-0.071683645,10.0,23.039972,6.561202,9.023278,3.0112906,0.6819408,0
-0.2618692,0.5029695,-2.69628,10.0,23.02482,4.961596,9.305563,7.8294954,0.40025887,0
-0.26325703,0.50073814,-2.6938524,10.0,23.042318,4.955364,9.293176,7.7944994,0.400948,0
-0.47132647,2.0222368,-0.5330982,10.0,20.091982,1.608159,7.7520523,3.7030554,0.5836821,0
-0.10599375,-1.3727822,0.23886776,7.2443957,34.48138,3.4827714,7.836299,2.1895301,0.5594292,0
-0.47156566,2.0242739,-0.48244214,10.0,20.30347,1.6335646,7.7559414,3.7399971,0.5847423,0
-0.25994873,0.55399466,-2.6795058,10.0,23.079157,4.8681116,9.2805805,7.6985335,0.40867156,0
-0.8181201,-0.07026291,1.2334251,10.0,23.375456,0.0,9.5,5.9425635,0.6566926,0
0.046049476,2.635798,-2.6965454,9.534265,29.932583,0.0,8.163589,4.9960523,0.57340056,0
-0.23342603,1.8951371,-2.2004883,10.0,20.716553,2.9697757,9.365569,3.5844212,0.66641724,0
0.54606843,1.5267572,-1.0260301,8.0365715,31.006844,0.2293024,9.292186,3.0671315,0.3476406,1
-0.28734934,0.38592696,0.59003687,6.856414,23.586884,3.4772334,8.844773,1.6521242,0.81363213,0
-0.25347275,0.53211164,-2.65895,10.0,23.167294,4.884795,9.270241,7.7114396,0.40139824,0
-0.2542125,0.5790994,-2.6293986,10.0,23.18357,4.8623934,9.268011,7.625105,0.40099037,0
0.5510204,1.527668,-1.2252822,8.152966,31.38064,0.006137371,9.275803,3.1307948,0.3308339,1
-0.28587675,0.3895924,0.5902138,6.8598866,23.569813,3.4812412,8.842632,1.6379049,0.8134524,0
-0.22335875,3.4549775,-1.382775,10.0,28.881721,0.0,8.608736,1.057632,0.63230735,0
-0.343305,1.4439857,-0.5389013,9.246337,27.128658,1.891756,7.7911963,3.5731351,0.624623,0
